recipe_id,title,current_tags,proposed_additions,high_stakes_confirmed,required_swaps,conflicts,flagged_for_review,low_confidence,rationale,error
78b5f823-fa78-4d05-ab9f-effbbff29f70,Strawberry Shortcakes with White Chocolate Mousse,,vegetarian; nut-free; make-ahead; kid-friendly,vegetarian; nut-free,,,"kid-friendly: Step 5 mentions tossing strawberries with a liqueur; if included in a meaningful quantity, alcohol disqualifies this tag. The type and amount of liqueur is unspecified.",,"vegetarian: No meat, poultry, fish, or seafood; contains dairy (butter, buttermilk, cream) and no animal-flesh ingredients; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present in the recipe; make-ahead: Mousse requires chilling at least 2 hours; shortcakes and macerated strawberries can be prepared in advance; components assemble well ahead of serving; kid-friendly: Sweet dessert with strawberries and white chocolate mousse; mild, familiar flavors appealing to children — though a liqueur is mentioned in step 5 which could disqualify if used in significant quantity",
4285838f-56b6-4aa7-8d5e-b0324175d2fb,Maple Walnut Fondue,,vegetarian; easy; holiday; kid-friendly,vegetarian,,,"nut-free: Recipe explicitly includes chopped toasted walnuts (tree nut), so nut-free cannot apply — flagged to confirm no tag is mistakenly added.; gluten-free: Suggested dippers include gingersnap cookies and cubed gingerbread, which typically contain gluten. White chocolate brand may also vary in GF status. Recipe is ambiguous as written.",,"vegetarian: All ingredients are plant-based or dairy/egg products; no meat, fish, or hidden animal-flesh ingredients.; easy: Simple two-step process (melt in double boiler, stir in remaining ingredients); basic technique, common equipment, ~8 ingredients.; holiday: Fondue is a recognized festive/celebratory dish; maple-walnut flavor profile and suggested dippers (gingerbread, gingersnaps) align strongly with holiday entertaining.; kid-friendly: Sweet white chocolate and maple dessert fondue with mild spices; no alcohol, not spicy, familiar dippers like apples and cookies.",
a7434bdc-64f9-453d-94d9-95e7b498ae20,Olive Oil Cake with Brown Butter Frosting,,vegetarian; nut-free; make-ahead,vegetarian; nut-free,,,"kid-friendly: Recipe contains fresh rosemary as a notable flavoring, which gives the cake a herbal, somewhat sophisticated flavor profile; not clearly disqualifying but uncertain appeal to young children.",,"vegetarian: No meat, poultry, fish, or seafood present; contains eggs, dairy, and plant-based ingredients only.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut oils in the ingredient list.; make-ahead: Cake requires 80-minute bake plus full cooling before frosting; baked cakes of this style store well and can be prepared in advance.",
c0c5b3be-d8f9-4c1b-9d06-3bb8184fd20b,Plum cake,,vegetarian; nut-free; easy; kid-friendly,vegetarian; nut-free,,,"dairy-free: Recipe calls for milk (amount fills measuring cup to 1 cup with the egg); a plant-based milk substitute could make it dairy-free, but milk is a named, specified ingredient here — not an unspecified ambiguous one — so swap logic does not auto-apply.",,"vegetarian: No meat, poultry, fish, or seafood present; contains egg and milk but those are permitted.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present.; easy: 9 ingredients, 5 straightforward steps, basic techniques (sifting, mixing, baking), standard equipment (bowl, 13x9 pan).; kid-friendly: Mild, sweet fruit cake with no spice, alcohol, or pungent ingredients; suggested to serve with ice cream.",
dd9ecbee-9e35-47bb-bd33-b1b1bf48da5e,Pumpkin Pie,,vegetarian; nut-free; holiday; kid-friendly,vegetarian; nut-free,,,"gluten-free: The recipe calls for an 'unbaked piecrust' without specifying type; standard piecrust contains wheat flour, making the recipe not gluten-free as written. A certified GF piecrust could make it qualify, but this is a defining structural component, not merely an incidental ingredient, so it requires explicit human review.",,"vegetarian: All ingredients are vegetarian — eggs, dairy, canned pumpkin, spices, sugar, and piecrust contain no meat, poultry, fish, or seafood.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients are present in the recipe.; holiday: Step 5 explicitly states 'Mark's favorite pie that I make at Thanksgiving'; pumpkin pie is also a recognized festive dish.; kid-friendly: Pumpkin pie is mild, sweet, familiar, contains no alcohol or spicy heat, and is broadly appealing to children.",
409d0787-a291-49c7-8812-54fcc589be10,Raspberry Sauce,,vegetarian; vegan; dairy-free; gluten-free; nut-free; 5-ingredients; easy; no-bake; make-ahead; kid-friendly,vegetarian; vegan; dairy-free; gluten-free; nut-free,,,,,"vegetarian: All ingredients are plant-based; no meat, fish, gelatin, or hidden animal-flesh ingredients; vegan: No dairy, eggs, honey, or other animal products; raspberries, sugar, and vanilla are all plant-based; dairy-free: No milk, butter, cream, or any dairy product present; gluten-free: No wheat, barley, rye, or gluten-containing ingredients; all three ingredients are naturally gluten-free; nut-free: No tree nuts, peanuts, nut flours, or nut-derived ingredients present; 5-ingredients: Only 3 ingredients: frozen raspberries in syrup, sugar, and vanilla (salt/pepper/water/oil not present); easy: 3 ingredients, ~4 steps, basic techniques (blending, straining); accessible to any novice cook; no-bake: No oven required; recipe is entirely blending, straining, and chilling; make-ahead: Instructions explicitly say 'Chill until ready to use,' indicating advance preparation; kid-friendly: Sweet raspberry sauce with no spice, alcohol, or strong flavors; broadly appealing to children",
e93fd1a4-d8cc-4c90-9073-94e046a9c305,Oma’s Fudge,,vegetarian; holiday; kid-friendly; no-bake; make-ahead,vegetarian,,,"nut-free: Recipe explicitly includes 1 cup chopped walnuts (a tree nut), so nut-free does not apply — flagged in case a nut-free version is ever considered.",,"vegetarian: All ingredients are vegetarian — butter, chocolate chips, evaporated milk, sugar, walnuts, marshmallows, vanilla; no meat, fish, or hidden animal-flesh ingredients.; holiday: Notes explicitly state 'Katie used to love to make this at Christmas time' and fudge is a recognized festive/holiday treat.; kid-friendly: Sweet chocolate fudge with no spice, no alcohol, no strong flavors; notes mention it being a childhood favorite.; no-bake: Recipe uses stovetop only; mixture is poured into a pan to harden/cool — no oven involved.; make-ahead: Fudge is poured into a pan to cool and harden, stores well at room temperature or refrigerated without quality loss.",
518638a7-f4b2-4eb5-81fc-34d99dadf8b0,Pecan Pie,,vegetarian; holiday,vegetarian,,,nut-free: Recipe contains pecans (tree nuts) — definitively NOT nut-free; flagged in case this tag is ever mistakenly applied.,,"vegetarian: No meat, poultry, fish, or seafood; contains eggs, butter, and standard baking ingredients only.; holiday: Notes explicitly state 'One of our standard Thanksgiving pies!' — a recognized festive occasion.",
ce11ffd2-f740-48b6-b1bf-6ee9360f01a2,Avgolemono,,dairy-free; nut-free; one-pot,dairy-free; nut-free,,,"gluten-free: Recipe includes orzo pasta, which is made from wheat — this disqualifies it from gluten-free. No GF alternative is specified.",,"dairy-free: No milk, butter, cream, cheese, or other dairy products appear in the ingredient list; egg yolks are not dairy.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present.; one-pot: All cooking steps occur in a single large stock pot; the egg-lemon tempering is done in a bowl but is not a cooking vessel.",
830de663-a48c-454b-9c35-a1fc1f4de266,Beef Stroganoff,,nut-free,nut-free,,,"gluten-free: Recipe contains 3 tbsp all-purpose flour (used in the roux) and Worcestershire sauce (some brands contain barley malt). Additionally, the recipe recommends serving with egg noodles. Would require certified GF flour, GF Worcestershire, and GF noodles — too many substitutions needed for a defining technique (the roux), so not auto-tagged.",,"nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present in the recipe.",
ba73cde5-be0e-44bc-b638-0201991d667d,Butternut Apple Soup,,nut-free; make-ahead; one-pot; kid-friendly,nut-free,,,"vegetarian: Recipe lists 'chicken broth or vegetable broth' — if vegetable broth is used the recipe is vegetarian, but chicken broth disqualifies it. The choice is left to the cook and not defaulted, so this cannot be confidently tagged without a substitution note; however, since the recipe itself offers vegetable broth as an option, tagging with substitution is appropriate — flagging for human decision on whether to apply the tag with a note to use vegetable broth.",,"nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients appear anywhere in the recipe.; make-ahead: Instructions explicitly note 'Soup is better the next day,' indicating it stores well and is intended to be made ahead.; one-pot: Entire recipe is cooked in a single large saucepan from sauté through simmer and purée.; kid-friendly: Mild, sweet squash-and-apple base; curry powder is listed as 1-2 tsp which is moderate but the overall flavor profile is sweet and familiar; no alcohol or strongly pungent ingredients.",
c6ded6bd-32b5-4d20-9629-65a194fc53b8,Horseradish Cream Sauce,,vegetarian; gluten-free; nut-free; easy; quick; no-bake; holiday; spicy,vegetarian; gluten-free; nut-free,,,make-ahead: Whipped cream sauces can deflate or weep over time; it is unclear from the recipe whether this holds well enough in advance to qualify without explicit make-ahead guidance.,,"vegetarian: All ingredients (cream, mayonnaise, horseradish, Dijon mustard, sugar, salt, pepper) are vegetarian; no meat, fish, or hidden animal-flesh ingredients present.; gluten-free: No wheat, barley, rye, or derivatives; cream, mayonnaise, horseradish, and Dijon mustard are all gluten-free in standard forms.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut extracts in any ingredient.; easy: 6 ingredients, 3 steps, basic techniques (whipping cream, folding), no special equipment beyond a hand mixer or whisk.; quick: No cooking required; whipping cream and combining ingredients takes well under 15 minutes total.; no-bake: No oven or heat source used; sauce is assembled cold by whipping and folding.; holiday: Notes explicitly state 'standard accompaniment to our Christmas Eve Prime Rib Dinner,' directly tying the recipe to a holiday.; spicy: ½ cup prepared horseradish is the defining ingredient and provides notable pungent heat.",
ae4641aa-20fd-4845-baf9-5a97b8a1e290,Cherry Tomato Pasta with Crispy Chickpeas,,vegetarian; nut-free; spicy,vegetarian; nut-free,,,"gluten-free: Pasta (linguine) contains wheat/gluten. The recipe could qualify if a gluten-free pasta is substituted, but the defining ingredient (pasta) is a disqualifying starchy wheat product and is not labeled as GF, so this requires explicit human decision.; vegan: Recipe contains burrata cheese (dairy) and optional butter, both of which are animal products that disqualify vegan status. Additionally, fig preserves/honey option — honey is not vegan.; dairy-free: Recipe contains burrata cheese (dairy) and optional salted butter, which disqualify dairy-free status.",,"vegetarian: No meat, poultry, fish, or seafood; contains dairy (burrata, optional butter) and no hidden animal-flesh ingredients.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present.; spicy: Red pepper flakes listed as an ingredient added to the sauce.",
2ad7e56b-13a6-4990-b43c-51f5bfc6921b,Chicken Breast in Phyllo Packets,,nut-free,nut-free,,,"easy: The phyllo-wrapping technique (keeping dough moist, brushing each sheet, folding packets for 12 individual servings) requires some skill and patience; borderline for a novice but not clearly disqualified — left for human judgment.",,"nut-free: No tree nuts or peanuts appear in any ingredient; mayonnaise, phyllo, butter, Parmesan, and chicken contain no nut ingredients.",
aa8e54ce-817f-4328-ae87-375ea0198006,Christmas Morning Breakfast Casserole,,holiday; make-ahead; kid-friendly; easy,,,,spicy: Recipe offers 'spicy or regular' bulk sausage as a choice; whether the finished dish is spicy depends on which variety the cook selects.,,"holiday: Recipe title explicitly states 'Christmas Morning' tying it directly to the Christmas holiday.; make-ahead: Recipe explicitly instructs: 'Make the night before and place in refrigerator to bake in the morning' and 'Refrigerate overnight.'; kid-friendly: Mild, familiar breakfast casserole with bread, cheese, eggs, and sausage; option of 'regular' (non-spicy) sausage keeps it mild and approachable for children.; easy: Simple steps: tear bread, layer ingredients, blend eggs/milk in blender, pour over, refrigerate, bake — basic techniques, common pantry items, under 10 ingredients, minimal active effort.",
b5a10fb9-f547-4e92-80d2-1b710c471c4d,Cream of Mushroom Soup,,nut-free,nut-free,,,"vegetarian: Recipe uses chicken broth, which disqualifies it from vegetarian. Could qualify with vegetable broth substitution, but chicken broth is explicitly specified — this is a named, intentional ingredient, not an unspecified/ambiguous one, so swap logic does not automatically apply.; make-ahead: The egg yolk and cream liaison (step 9) is temperature-sensitive and can break or curdle upon reheating, making make-ahead suitability uncertain without explicit guidance in the recipe.",,nut-free: No tree nuts or peanuts in any form present in the ingredient list.,
59c0db57-0fb4-472b-90d0-9ae944258eaa,Creamy Cheese and Chicken Enchiladas,,nut-free; kid-friendly; make-ahead,nut-free,,,"spicy: Recipe includes green chiles and 'a dash or two of cayenne' — heat level is ambiguous and likely mild, making the spicy tag uncertain",spicy (Contains green chiles and 'a dash or two of cayenne pepper' — heat is present but mild; borderline call),"nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients anywhere in the recipe; kid-friendly: Mild, familiar dish — cheesy chicken enchiladas with green chiles and only a dash of cayenne; overall heat level is low and the format is kid-friendly; make-ahead: Casserole-style dish assembled in a 9x13 pan with sauce poured over top; can be assembled ahead and refrigerated before baking without quality loss",
fdf8bf4b-c518-47b6-9b0a-eee0923e1acd,Easy Baked Pork Tenderloin,,gluten-free; nut-free; easy; one-pot; spicy,gluten-free; nut-free,,,,,"gluten-free: All ingredients (pork, butter, brown sugar, smoked paprika, garlic powder, onion powder, chili powder, salt, pepper) are naturally gluten-free with no hidden gluten sources; nut-free: No nuts, nut flours, nut oils, or nut-derived ingredients present; easy: Simple technique (mix dry rub, pat dry, bake), ~10 ingredients, no specialized equipment or complex steps; one-pot: Tenderloins placed in a single baking dish and cooked uncovered; no additional pans required; spicy: Contains 1 tsp. chili powder in the dry rub; modest but notable heat source",
2be03a78-3783-4cf7-b7ba-a6922e7299ec,Grandpa Frank Reuben Sandwiches,,nut-free; make-ahead; spicy,nut-free,,,"gluten-free: Marble rye bread contains wheat/rye (clear gluten disqualifier); recipe cannot be gluten-free as written. Worcestershire sauce (e.g., Lea & Perrins) may also contain trace gluten depending on brand.; vegetarian: Pastrami is a defining meat ingredient, disqualifying the recipe. Additionally, Worcestershire sauce typically contains anchovies.; kid-friendly: Contains Crystal hot sauce and horseradish in the Russian dressing, which may be too spicy/pungent for young children; also includes Worcestershire sauce with strong flavor. Borderline — left for human judgment.",,"nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-containing ingredients present in the recipe.; make-ahead: Russian dressing step says 'Refrigerate until ready to use,' indicating it can be made in advance; sandwich itself assembles quickly when dressing is prepped.; spicy: Russian dressing contains Crystal hot sauce (2 tbsp) and horseradish, contributing notable heat.",
2bc2f056-7375-4347-9c7e-42c98102972b,Homestead Crab Cakes,,nut-free; spicy; make-ahead,nut-free,,,"gluten-free: Recipe includes ½ cup unseasoned bread crumbs, which typically contain wheat gluten; no gluten-free breadcrumb alternative is specified. Worcestershire sauce may also contain gluten depending on brand.; dairy-free: Instructions say to sauté in 'butter and olive oil mixture' — butter is a dairy product and is part of the core cooking method, not an incidental unspecified ingredient, so dairy-free cannot be applied.",,"nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-containing ingredients appear anywhere in the recipe; spicy: Tabasco sauce, cayenne pepper, jalapeño pepper, and prepared horseradish all appear in the remoulade sauce; make-ahead: Spicy Remoulade Sauce is explicitly stored in the refrigerator and the sauce components can be prepared in advance; crab cakes can be formed ahead of sautéing",
acb144c3-0cc5-47ab-8f03-a34c3341e5f8,Indian Mulligatawney,,nut-free; spicy; make-ahead,nut-free,,,"kid-friendly: Contains crushed red pepper and curry powder which may be too spicy for young children, but heat level is somewhat subjective and mild versions of curry powder vary.",,"nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients appear anywhere in the recipe.; spicy: Contains ½ tsp crushed red pepper and 1½ tsp curry powder, providing notable heat.; make-ahead: Soup/stew style dish with cooked chicken and legumes; holds and reheats well without quality loss.",
17427123-3861-4c1f-a4f2-e4874d45c56d,Julie’s Flank Steak,,dairy-free; nut-free; grill-bbq; make-ahead; 5-ingredients,dairy-free; nut-free,,,"gluten-free: Recipe calls for 1½ cups of soy sauce, which typically contains wheat; tamari or coconut aminos would be needed for GF, but the quantity is so central to the marinade that it is a defining ingredient rather than incidental — requires human judgment on whether to apply with a substitution note.",,"dairy-free: No milk, butter, cheese, cream, or other dairy products appear in the ingredient list.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut oils are present in the recipe.; grill-bbq: Instructions say to preheat grill to 400°F and grill meat on both sides.; make-ahead: Recipe requires marinating in the refrigerator for at least 2 hours, with a variation noted for marinating longer.; 5-ingredients: Counting soy sauce, water/OJ/broth, Dijon mustard, dried rosemary, and brown sugar — exactly 5 ingredients (water/oil not counted per rules).",
ce893cbd-39c6-4ff7-8d40-5c770512cd1d,Julie’s Roasted Tomato Soup,,nut-free; kid-friendly; make-ahead,nut-free,,,"vegetarian: Broth is listed as 'chicken broth or vegetable broth' — if chicken broth is used the recipe is not vegetarian; if vegetable broth is used it qualifies, but the choice is left to the cook and the recipe does not default to vegetable broth.",,"nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients appear anywhere in the recipe.; kid-friendly: Mild, familiar tomato soup with no spice or strong flavors; serving suggestion with grilled cheese cubes is a classic child-friendly pairing.; make-ahead: Soup base (roasted tomatoes, sautéed vegetables, pureed soup) can be fully prepared in advance and reheated; cream and butter can be added upon reheating.",
55bdce6c-f69a-4b91-8c51-4f9df3d2c182,Shrimp Pasta,,nut-free,nut-free,,,"easy: Recipe involves multi-step technique: sautéing shrimp to exact doneness, reducing cream sauce by one-third, and timing pasta separately — borderline for a novice cook; not clearly disqualified but not clearly easy either.; quick: Total active time is close to 30 minutes (2–3 min shrimp + 5 min vegetables + 5–7 min cream reduction + 1–2 min finishing), but pasta cooking time is unstated; conservatively may exceed 30 minutes.",,"nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present in the recipe.",
bbc4b594-db66-44a8-b270-cf85260cce0f,Julie’s Soup Tips,,one-pot,,,,"vegetarian: This is a general tips/template recipe that references chicken, beef, or vegetable broth and optional meat — no single ingredient list can be evaluated for dietary compliance.; vegan: Recipe mentions butter as a fat option and unspecified broth types; cannot determine vegan compliance for a generic tips recipe.; dairy-free: Butter is listed as a fat option; cannot confirm dairy-free compliance since the recipe is a template with variable ingredients.; gluten-free: Recipe references flour/butter roux as a thickening option and notes rice flour as a gluten-free substitute, but the base recipe is not definitively gluten-free as written.; easy: This is a tips/guidelines document rather than a single recipe; skill level cannot be assessed for a template.; make-ahead: Soups are generally make-ahead friendly, but this is a tips template without specific storage or reheating guidance that would confirm the tag.",,one-pot: All steps are performed in a single soup pot.,
cda8a6bb-db50-40bc-a988-c65460be109e,Lemon Chicken,,dairy-free; nut-free; kid-friendly; make-ahead,dairy-free; nut-free,,,"gluten-free: Recipe uses 2 cups of flour (unspecified type) as a dredging coat; if gluten-free flour blend were substituted it could qualify, but flour is a defining functional ingredient here (not incidental), so it cannot be auto-tagged.",,"dairy-free: No milk, butter, cheese, cream, or other dairy products appear in the ingredient list.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut oils present; corn oil is used.; kid-friendly: Mild, familiar flavors (lemon, paprika, no significant heat); no alcohol; sweet-savory profile with brown sugar likely appeals to children.; make-ahead: Step 1 explicitly calls for an overnight marinade, and the dish is noted as good 'hot or cold,' indicating it holds well.",
4954c750-9b10-4a26-90ef-36bc8a6caa34,Meatballs for a Crowd*,,easy; one-pot; make-ahead; kid-friendly,,,,"gluten-free: Pre-made Costco meatballs typically contain breadcrumbs (wheat); chili sauce and RoTel brands are usually GF but meatball ingredient list is not stated — cannot confirm gluten-free without verifying specific product labels; dairy-free: Pre-made Costco meatballs have unspecified ingredients; some commercial meatball products contain dairy (cheese, milk powder) — cannot confirm without verifying specific product labels; nut-free: Pre-made Costco meatballs have unspecified ingredients and manufacturing environment; cannot confirm nut-free status without verifying product labels; 5-ingredients: Recipe has exactly 6 listed ingredients (excluding salt which does not count), so it does not qualify for 5-ingredients — noted here for transparency rather than uncertainty",,"easy: Only 6 ingredients, single step of combining and cooking, no special technique required; one-pot: All ingredients placed in a single large roaster for the entire cook; make-ahead: 8-12 hour cook time at 250°F suits advance preparation; meatball dishes hold and reheat well; kid-friendly: Sweet grape jelly and chili sauce glaze; meatballs are a familiar, mild, crowd-pleasing food for children",
120aa0e6-92a1-4ef7-81f1-32ae62988ad1,No Peekie Roast Beefie,,gluten-free; dairy-free; nut-free; 5-ingredients; holiday; one-pot,gluten-free; dairy-free; nut-free,,,"make-ahead: A standing rib roast is generally best served immediately after resting; the instructions do not include any make-ahead, refrigerate-overnight, or reheat guidance, but it is borderline for human judgment.",,"gluten-free: All four ingredients (rib roast, kosher salt, pepper, parsley) are naturally gluten-free; no hidden gluten sources present.; dairy-free: No dairy ingredients present; rib roast, salt, pepper, and parsley contain no milk products.; nut-free: No nuts, nut oils, nut flours, or nut-derived ingredients present.; 5-ingredients: Only 4 ingredients: Rib Roast, Kosher Salt, Fresh Ground Pepper, Parsley (garnish). Salt, pepper are excluded by rule but even counting them the total is at or under 5.; holiday: Standing rib roast is a recognized festive/holiday centerpiece dish; instructions also reference Yorkshire pudding, a traditional holiday accompaniment.; one-pot: Entire roast is cooked in a single roasting pan.",
b77f3e2a-f8b0-41b4-bf64-befec545bb62,Pan-Seared Tilapia with Chile Lime Butter,,gluten-free; nut-free; easy; quick; spicy; one-pot,gluten-free; nut-free,,,,,"gluten-free: All ingredients (butter, shallot, lime zest, lime juice, chile, salt, tilapia, vegetable oil) are naturally gluten-free with no wheat, barley, rye, or derivatives present.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients appear anywhere in the recipe.; easy: ≤10 ingredients, basic techniques (stirring, pan-searing), standard equipment (nonstick skillet), ~7 steps or fewer.; quick: Pan-searing fish fillets in two batches takes only a few minutes per side; total prep and cook time is well under 30 minutes.; spicy: 1 teaspoon minced fresh Thai or serrano chile including seeds is specified as a primary flavoring in the compound butter.; one-pot: The fish is cooked entirely in a single large nonstick skillet (butter is stirred together in a bowl, not a separate cooking vessel).",
d6ff8e1d-b3fe-4a4d-945e-029e6cf6c4cf,Pan Seared White Fish with Spicy Tomato Pan Sauce,,dairy-free; gluten-free; nut-free; one-pot; quick; spicy,dairy-free; gluten-free; nut-free,gluten-free: Verify Old Bay seasoning is certified gluten-free or use a confirmed GF fish seasoning,,"easy: Recipe is fairly simple but requires managing fish in batches, monitoring doneness (opaque center), and making a pan sauce under time pressure — borderline for a novice; left for human judgment",,"dairy-free: No dairy ingredients present; olive oil is the only fat used; gluten-free: No wheat, flour, or gluten-containing ingredients listed; Old Bay seasoning is generally gluten-free but formulations can vary; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present; one-pot: Pan sauce made in the same skillet used to cook the fish; entire dish uses one heavy large skillet; quick: Fish cooks ~6 minutes total; pan sauce takes ~3-4 minutes; total estimated time well under 30 minutes; spicy: ½ tsp dried crushed red pepper in the pan sauce; recipe title explicitly says 'Spicy Tomato Pan Sauce'",
e8dc3a0b-8498-4af5-bca1-7ad25bb39cee,Julie’s Pasta Sauce Bases,,nut-free; one-pot,nut-free,,,"vegetarian: The Alfredo sauce includes 1 cup chicken broth, which disqualifies it from being vegetarian. The recipe is a dual-sauce base and cannot be tagged as a whole without acknowledging this disqualifier in the Alfredo component.; gluten-free: The Alfredo sauce uses 4 TB flour (type unspecified); could be all-purpose wheat flour, which contains gluten. A certified gluten-free flour substitute would be needed, but the recipe does not specify.; quick: The marinara simmers for 30 minutes; the Alfredo also requires several sequential cooking steps. Total active time is close to or exceeds 30 minutes — cannot confidently tag as quick.","spicy (Dash of cayenne pepper in the marinara sauce — quantity is minimal ('dash'), borderline)","nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present in either sauce base; one-pot: Each sauce base is made in a single saucepan",
8a4f95cd-917f-4df3-b0a1-f0009dafbe16,Porcupine Meatballs,,dairy-free; nut-free; easy; kid-friendly; make-ahead,dairy-free; nut-free,,,"gluten-free: Bread crumbs contain gluten; Campbell's tomato soup may also contain wheat-based thickeners — recipe is likely NOT gluten-free, but flagged to confirm",,"dairy-free: No milk, butter, cheese, cream, or other dairy products appear in any ingredient; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present; easy: Simple mix-and-bake technique, one bowl plus one casserole dish, only 9 ingredients, single bake step; kid-friendly: Mild flavors (sage, salt, tomato soup), familiar meatball format, no spice or strong flavors that children typically reject; make-ahead: Casserole-style dish that can be fully assembled and refrigerated before baking, or baked and reheated without quality loss",
7b9c7173-db1c-473b-a9f2-fa54f5822030,BACON PIE (also known as quiche),,nut-free; kid-friendly,nut-free,,,,,"nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients anywhere in the recipe.; kid-friendly: Mild flavors (bacon, cheese, eggs), no spice or alcohol, familiar quiche/pie format appealing to children.",
c4d2fa0f-8e23-4203-8393-58d803ccd84f,Salmon on the Smoker,,gluten-free; nut-free; grill-bbq; easy,gluten-free; nut-free,,,,,"gluten-free: All ingredients (salmon, butter, shallot, chives, parsley, garlic, sea salt, Old Bay, black pepper, lemon) contain no wheat, barley, rye, or gluten derivatives.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present.; grill-bbq: Cooked on a Traeger grill set at 275°F for about 35 minutes.; easy: Fewer than 10 ingredients, single-step preparation (mix butter, coat salmon, grill), basic technique, no specialized equipment beyond a grill.",
8549d8ec-943a-4c60-90aa-2cb5ba8d71ac,Seafood Stew,,dairy-free; nut-free; spicy,dairy-free; nut-free,,,"gluten-free: Recipe uses ¼ cup flour with no specification of type; all-purpose wheat flour is the default assumption, which contains gluten. A gluten-free flour blend could substitute, but flour is a structural component of the roux (not merely incidental), making this a meaningful determination requiring human review.",,"dairy-free: No dairy ingredients present; oil is the only fat used; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present; spicy: 1/8–1/4 tsp red pepper flakes listed as an ingredient; curry powder also contributes heat",
215e98ec-1b69-4f8f-bdb2-71e44ddc9e8d,Sesame Chicken,,dairy-free; nut-free; kid-friendly,dairy-free; nut-free,,,"gluten-free: Recipe uses ½ cup flour (unspecified type, assumed all-purpose) for dredging, and regular soy sauce which typically contains wheat; both would need gluten-free substitutions (GF flour and tamari/GF soy sauce) — too many core technique ingredients are ambiguous to auto-apply.",,"dairy-free: No milk, butter, cheese, cream, or any other dairy product appears in the ingredient list.; nut-free: No tree nuts, peanuts, nut flours, or nut-based ingredients present; sesame seeds are not tree nuts.; kid-friendly: Mild, familiar dish with no spicy heat, no alcohol, no strong or sophisticated flavors; sweet soy-sesame sauce and fried chicken are broadly appealing to children.",
b194680b-2099-4f98-aa50-fedabe562d96,Short Rib Barley Soup,,dairy-free; nut-free; one-pot; make-ahead,dairy-free; nut-free,,,"gluten-free: Barley contains gluten and is a primary ingredient in this recipe, making it impossible to tag gluten-free without fundamentally changing the dish.",,"dairy-free: No milk, butter, cheese, cream, or any other dairy products appear in the ingredient list.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut oils are present in the recipe.; one-pot: All steps are performed in a single heavy pot from browning through final cooking.; make-ahead: Soups and stews of this type hold and often improve when stored in the fridge/freezer; the 2-hour simmer produces a dish well-suited to advance preparation.",
8927e1fc-1c3c-4181-bab3-8278efe945fb,Shrimp and Mushroom Linguine,,nut-free; one-pot,nut-free,,,"easy: Recipe involves multiple sequential sautéing steps, reducing a cream sauce by 1/3, and careful timing to avoid overcooking shrimp — borderline for a true novice; not confidently 'easy' under the ruleset.; quick: Cumulative cook time across sautéing shrimp (2-3 min), mushrooms (5 min), tomatoes (3-4 min), cream reduction (5-7 min), Parmesan melting (2-3 min), plus pasta cooking time likely exceeds 30 minutes total.",,"nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients appear anywhere in the recipe.; one-pot: Entire sauce and shrimp are built in a single large skillet; pasta is cooked separately but the dish is assembled in the skillet.",
c28892a7-fa5b-4717-966c-6ebee9a149e0,Simply Zucchini Soup,,nut-free; easy; one-pot; kid-friendly,nut-free,,,"vegetarian: Recipe uses 2 cans of chicken broth, which disqualifies it from vegetarian; flagging in case reviewer wants to note a vegetable broth substitution option for a vegetarian version; make-ahead: Creamy pureed soups can reheat well, but no explicit make-ahead or storage guidance is provided; quality impact of reheating evaporated milk base is uncertain without instruction",,"nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present; easy: Approximately 7 ingredients, basic techniques (sautéing, blending, heating), single saucepan, straightforward steps; one-pot: Cooked in a medium saucepan with only a blender/food processor step in between before returning to the same pan; kid-friendly: Mild, creamy pureed soup; only 1/8 tsp cayenne across 6–8 servings makes heat negligible; familiar flavors",
